property_phys_chem_id,procedure_phys_chem_id,unit_of_measure_id,value_min,value_max,definition,citation,reference
Boron (B) - extractable,Extr_m3,%,0,100,Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA),,https://doi.org/10.1080/00103628409367568
Boron (B) - extractable,Extr_m3-spec,%,0,100,Spectrally measured and converted to Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA),,https://doi.org/10.1080/00103628409367568
Boron (B) - extractable,Extr_nahco3-olsen,%,0,100,Method of Olsen (0.5 M Sodium Bicarbonate (NaHCO3) extraction at pH8.5). Particularly used for available P.,,https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/agronmonogr9.2
Boron (B) - extractable,Extr_nahco3-olsen-dabin,%,0,100,"Method of Olsen, modified by Dabin (ORSTOM). Particularly used for available P.",,https://docplayer.fr/81912854-Application-des-dosages-automatiques-a-l-analyse-des-sols-2e-partie-par.html
Boron (B) - extractable,Extr_naoac-morgan,%,0,100,Method of Morgan (Na-acetate/acetic acid). Particularly used for available P.,,https://portal.ct.gov/-/media/CAES/DOCUMENTS/Publications/Bulletins/B450pdf.pdf?la=en
Boron (B) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,%,0,100,NH4-lactate extraction method (KU-Leuven). Particularly used for available P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - extractable,Extr_nh4-co3-2-ambic1,%,0,100,Ambic1 method (ammonium bicarbonate) (South Africa). Particularly used for available P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_h2so4,%,0,100,Total P-/- colorimetric in H2SO4-Se-Salicylic acid digest( sulfuric acid) Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_hcl,%,0,100,HCl extraction. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_hcl-aquaregia,%,0,100,Hydrocloric (HCl) extraction in nitric/perchloric acid mixture (totals) aqua regia,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_hclo4,%,0,100,Perchloric acid percolation. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_hno3-aquafortis,%,0,100,Nitric acid attack. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_nh4-6mo7o24,%,0,100,COLORIMETRIC VANADATE MOLYBDATE. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_tp03,%,0,100,reagent of Baeyens. Precipitation in form of Phosphomolybdate. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_tp04,%,0,100,acid fleischman. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_tp05,%,0,100,8 M HCl extraction. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_tp06,%,0,100,"Molybdenum blue method, using ascorbic acid as reductant after heating of soil to 550 C and extraction with 6M sulphuric acid. Particularly used for Total P.","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_tp07,%,0,100,1:1 H2SO4 : HNO3. Particularly used for Total P.,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_tp08,%,0,100,"After Nitric acid attack (boiling with HNO3), colometric determination (method of Duval).. Particularly used for Total P.","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_tp09,%,0,100,"Walker and Adams, 1958. Particularly used for Total P.","WALKER, T. W., AND A. F. R. ADAMS. 1958. Studies on soil organic matter. I. Soil Sci. 85: 307-318. ",
Boron (B) - total,Total_tp10,%,0,100,"Colorimetric, unspecified extract","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_unkn,%,0,100,Unspecified method,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_xrd,%,0,100,XRD,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_xrf,%,0,100,XRF,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_xrf-p,%,0,100,PXRF,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Boron (B) - total,Total_xtf-t,%,0,100,TXRF,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-cl-fc,kg/dm³,0.01,2.65,"Fine earth. Clod samples (natural clods or reconstituted from < 2mm sample), at field capacity (0.33 bar, 33 kPa, 330 cm, pF 2.5), corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-cl-od,kg/dm³,0.01,2.65,"Fine earth. Clod samples (natural clods or reconstituted from < 2mm sample), at oven dry, corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-cl-unkn,kg/dm³,0.01,2.65,"Fine earth. Clod samples (natural clods or reconstituted from < 2mm sample), at unknown humidity, corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-co-fc,kg/dm³,0.01,2.65,"Fine earth. Core sampling (pF rings), at field capacity (0.33 bar, 33 kPa, 336 cm, pF 2.5), corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-co-od,kg/dm³,0.01,2.65,"Fine earth. Core sampling (pF rings), at oven dry, corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-co-unkn,kg/dm³,0.01,2.65,"Fine earth. Core sampling (pF rings), at unknown humidity, corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-rpl-unkn,kg/dm³,0.01,2.65,"Fine earth. Excavation and replacement (i.e. soils too fragile to remove a stable sample) e.g. by auger, at unknown humidity, corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-unkn,kg/dm³,0.01,2.65,"Fine earth. Type of sample unknown, at unknown humidity, corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
bulkDensityFineEarthProperty,BlkDensF_fe-unkn-fc,kg/dm³,0.01,2.65,"Fine earth. Type of sample unknown, at field capacity (0.33 bar, 33 kPa, 330 cm, pF 2.5), corrected for coarse fragments if any","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
